region,species_name,species_qualified,cuid,cu_name_pse,pointid,streamid,stream_name_pse,indicator,latitude,longitude,year,stream_observed_count,stream_survey_method,stream_survey_quality,source_id
East Vancouver Island & Mainland Inlets,Chinook,CK,327,East Vancouver Island-North (Fall x-1),470,2051,QUINSAM RIVER,Y,50.03756379,-125.2941625,2003,7422,Mark & Recapture: Petersen,Medium-High,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,327,East Vancouver Island-North (Fall x-1),470,2051,QUINSAM RIVER,Y,50.03756379,-125.2941625,2004,9019,Mark & Recapture: Petersen,Medium-High,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,327,East Vancouver Island-North (Fall x-1),470,2051,QUINSAM RIVER,Y,50.03756379,-125.2941625,2005,8085,Mark & Recapture: Petersen,Medium-High,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,327,East Vancouver Island-North (Fall x-1),470,2051,QUINSAM RIVER,Y,50.03756379,-125.2941625,2006,8163,Mark & Recapture: Petersen,Medium-High,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,327,East Vancouver Island-North (Fall x-1),470,2051,QUINSAM RIVER,Y,50.03756379,-125.2941625,2007,6128,Mark & Recapture: Petersen,Medium-High,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,327,East Vancouver Island-North (Fall x-1),470,2051,QUINSAM RIVER,Y,50.03756379,-125.2941625,2008,5728,Mark & Recapture: Petersen,Medium-High,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,327,East Vancouver Island-North (Fall x-1),470,2051,QUINSAM RIVER,Y,50.03756379,-125.2941625,2009,5167,Mark & Recapture: Petersen,Medium-High,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,327,East Vancouver Island-North (Fall x-1),470,2051,QUINSAM RIVER,Y,50.03756379,-125.2941625,2010,3416,Mark & Recapture: Petersen,Medium-High,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,327,East Vancouver Island-North (Fall x-1),470,2051,QUINSAM RIVER,Y,50.03756379,-125.2941625,2011,4191,Mark & Recapture: Petersen,Medium-High,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,327,East Vancouver Island-North (Fall x-1),470,2051,QUINSAM RIVER,Y,50.03756379,-125.2941625,2012,4096,Mark & Recapture: Petersen,Medium-High,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,327,East Vancouver Island-North (Fall x-1),470,2051,QUINSAM RIVER,Y,50.03756379,-125.2941625,2013,3356,Mark & Recapture: Petersen,Medium-High,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,327,East Vancouver Island-North (Fall x-1),470,2051,QUINSAM RIVER,Y,50.03756379,-125.2941625,2014,2366,Mark & Recapture: Petersen,Medium-High,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,327,East Vancouver Island-North (Fall x-1),470,2051,QUINSAM RIVER,Y,50.03756379,-125.2941625,2015,3190,Mark & Recapture: Petersen,Medium-High,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,327,East Vancouver Island-North (Fall x-1),470,2051,QUINSAM RIVER,Y,50.03756379,-125.2941625,2016,6978,Mark & Recapture: Petersen,Medium-High,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,327,East Vancouver Island-North (Fall x-1),470,2051,QUINSAM RIVER,Y,50.03756379,-125.2941625,2017,9131,Mark & Recapture: Petersen,Medium-High,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,327,East Vancouver Island-North (Fall x-1),470,2051,QUINSAM RIVER,Y,50.03756379,-125.2941625,2018,6575,Mark & Recapture: Petersen,Medium-High,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,327,East Vancouver Island-North (Fall x-1),470,2051,QUINSAM RIVER,Y,50.03756379,-125.2941625,2019,6793,Mark & Recapture: Petersen,Medium-High,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,327,East Vancouver Island-North (Fall x-1),470,2051,QUINSAM RIVER,Y,50.03756379,-125.2941625,2020,8236,Mark & Recapture: Petersen,Medium-High,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,327,East Vancouver Island-North (Fall x-1),470,2051,QUINSAM RIVER,Y,50.03756379,-125.2941625,2021,5789,Other Estimate Method,Medium-High,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,327,East Vancouver Island-North (Fall x-1),470,2051,QUINSAM RIVER,Y,50.03756379,-125.2941625,2022,3402,Mark & Recapture: Petersen,Medium-High,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,327,East Vancouver Island-North (Fall x-1),470,2051,QUINSAM RIVER,Y,50.03756379,-125.2941625,2023,4188,Mark & Recapture: Petersen,Medium-High,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,327,East Vancouver Island-North (Fall x-1),470,2051,QUINSAM RIVER,Y,50.03756379,-125.2941625,2024,3941,Mark & Recapture: Petersen,Medium-High,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,331,Homathko (Summer x-x),315,1945,HOMATHKO RIVER,N,50.93084166,-124.860067,1929,-989898,Unknown Estimate Method,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,331,Homathko (Summer x-x),315,1945,HOMATHKO RIVER,N,50.93084166,-124.860067,1930,-989898,Unknown Estimate Method,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,331,Homathko (Summer x-x),315,1945,HOMATHKO RIVER,N,50.93084166,-124.860067,1931,-989898,Unknown Estimate Method,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,331,Homathko (Summer x-x),315,1945,HOMATHKO RIVER,N,50.93084166,-124.860067,1932,-989898,Unknown Estimate Method,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,331,Homathko (Summer x-x),315,1945,HOMATHKO RIVER,N,50.93084166,-124.860067,1934,35000,Unknown Estimate Method,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,331,Homathko (Summer x-x),315,1945,HOMATHKO RIVER,N,50.93084166,-124.860067,1935,15000,Unknown Estimate Method,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,331,Homathko (Summer x-x),315,1945,HOMATHKO RIVER,N,50.93084166,-124.860067,1936,3500,Unknown Estimate Method,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,331,Homathko (Summer x-x),315,1945,HOMATHKO RIVER,N,50.93084166,-124.860067,1937,750,Unknown Estimate Method,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,331,Homathko (Summer x-x),315,1945,HOMATHKO RIVER,N,50.93084166,-124.860067,1938,7500,Unknown Estimate Method,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,331,Homathko (Summer x-x),315,1945,HOMATHKO RIVER,N,50.93084166,-124.860067,1939,7500,Unknown Estimate Method,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,331,Homathko (Summer x-x),315,1945,HOMATHKO RIVER,N,50.93084166,-124.860067,1940,3500,Unknown Estimate Method,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,331,Homathko (Summer x-x),315,1945,HOMATHKO RIVER,N,50.93084166,-124.860067,1941,7500,Unknown Estimate Method,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,331,Homathko (Summer x-x),315,1945,HOMATHKO RIVER,N,50.93084166,-124.860067,1942,7500,Unknown Estimate Method,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,331,Homathko (Summer x-x),315,1945,HOMATHKO RIVER,N,50.93084166,-124.860067,1943,7500,Unknown Estimate Method,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,331,Homathko (Summer x-x),315,1945,HOMATHKO RIVER,N,50.93084166,-124.860067,1944,7500,Unknown Estimate Method,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,331,Homathko (Summer x-x),315,1945,HOMATHKO RIVER,N,50.93084166,-124.860067,1946,1500,Unknown Estimate Method,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,331,Homathko (Summer x-x),315,1945,HOMATHKO RIVER,N,50.93084166,-124.860067,1947,15000,Unknown Estimate Method,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,331,Homathko (Summer x-x),315,1945,HOMATHKO RIVER,N,50.93084166,-124.860067,1948,3500,Unknown Estimate Method,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,331,Homathko (Summer x-x),315,1945,HOMATHKO RIVER,N,50.93084166,-124.860067,1949,7500,Unknown Estimate Method,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,331,Homathko (Summer x-x),315,1945,HOMATHKO RIVER,N,50.93084166,-124.860067,1950,7500,Unknown Estimate Method,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,331,Homathko (Summer x-x),315,1945,HOMATHKO RIVER,N,50.93084166,-124.860067,1951,7500,Unknown Estimate Method,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,331,Homathko (Summer x-x),315,1945,HOMATHKO RIVER,N,50.93084166,-124.860067,1952,3500,Unknown Estimate Method,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,331,Homathko (Summer x-x),315,1945,HOMATHKO RIVER,N,50.93084166,-124.860067,1953,7500,Unknown Estimate Method,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,331,Homathko (Summer x-x),315,1945,HOMATHKO RIVER,N,50.93084166,-124.860067,1954,7500,Unknown Estimate Method,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,331,Homathko (Summer x-x),315,1945,HOMATHKO RIVER,N,50.93084166,-124.860067,1955,3500,Unknown Estimate Method,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,331,Homathko (Summer x-x),315,1945,HOMATHKO RIVER,N,50.93084166,-124.860067,1956,7500,Unknown Estimate Method,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,331,Homathko (Summer x-x),315,1945,HOMATHKO RIVER,N,50.93084166,-124.860067,1957,3500,Unknown Estimate Method,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,331,Homathko (Summer x-x),315,1945,HOMATHKO RIVER,N,50.93084166,-124.860067,1958,7500,Unknown Estimate Method,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,331,Homathko (Summer x-x),315,1945,HOMATHKO RIVER,N,50.93084166,-124.860067,1959,7500,Unknown Estimate Method,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,331,Homathko (Summer x-x),315,1945,HOMATHKO RIVER,N,50.93084166,-124.860067,1960,3500,Unknown Estimate Method,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,331,Homathko (Summer x-x),315,1945,HOMATHKO RIVER,N,50.93084166,-124.860067,1961,1500,Unknown Estimate Method,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,331,Homathko (Summer x-x),315,1945,HOMATHKO RIVER,N,50.93084166,-124.860067,1962,3500,Unknown Estimate Method,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,331,Homathko (Summer x-x),315,1945,HOMATHKO RIVER,N,50.93084166,-124.860067,1963,3500,Unknown Estimate Method,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,331,Homathko (Summer x-x),315,1945,HOMATHKO RIVER,N,50.93084166,-124.860067,1964,7500,Unknown Estimate Method,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,331,Homathko (Summer x-x),315,1945,HOMATHKO RIVER,N,50.93084166,-124.860067,1965,3500,Unknown Estimate Method,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,331,Homathko (Summer x-x),315,1945,HOMATHKO RIVER,N,50.93084166,-124.860067,1966,3500,Unknown Estimate Method,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,331,Homathko (Summer x-x),315,1945,HOMATHKO RIVER,N,50.93084166,-124.860067,1967,3500,Unknown Estimate Method,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,331,Homathko (Summer x-x),315,1945,HOMATHKO RIVER,N,50.93084166,-124.860067,1968,3500,Unknown Estimate Method,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,331,Homathko (Summer x-x),315,1945,HOMATHKO RIVER,N,50.93084166,-124.860067,1969,1500,Unknown Estimate Method,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,331,Homathko (Summer x-x),315,1945,HOMATHKO RIVER,N,50.93084166,-124.860067,1970,3500,Unknown Estimate Method,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,331,Homathko (Summer x-x),315,1945,HOMATHKO RIVER,N,50.93084166,-124.860067,1971,3500,Unknown Estimate Method,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,331,Homathko (Summer x-x),315,1945,HOMATHKO RIVER,N,50.93084166,-124.860067,1972,3500,Unknown Estimate Method,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,331,Homathko (Summer x-x),315,1945,HOMATHKO RIVER,N,50.93084166,-124.860067,1973,1500,Unknown Estimate Method,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,331,Homathko (Summer x-x),315,1945,HOMATHKO RIVER,N,50.93084166,-124.860067,1974,3500,Unknown Estimate Method,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,331,Homathko (Summer x-x),315,1945,HOMATHKO RIVER,N,50.93084166,-124.860067,1975,3500,Unknown Estimate Method,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,331,Homathko (Summer x-x),315,1945,HOMATHKO RIVER,N,50.93084166,-124.860067,1976,1500,Unknown Estimate Method,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,331,Homathko (Summer x-x),315,1945,HOMATHKO RIVER,N,50.93084166,-124.860067,1977,7500,Unknown Estimate Method,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,331,Homathko (Summer x-x),315,1945,HOMATHKO RIVER,N,50.93084166,-124.860067,1978,3000,Unknown Estimate Method,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,331,Homathko (Summer x-x),315,1945,HOMATHKO RIVER,N,50.93084166,-124.860067,1979,2500,Unknown Estimate Method,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,331,Homathko (Summer x-x),315,1945,HOMATHKO RIVER,N,50.93084166,-124.860067,1980,1200,Unknown Estimate Method,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,331,Homathko (Summer x-x),315,1945,HOMATHKO RIVER,N,50.93084166,-124.860067,1981,1000,Unknown Estimate Method,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,331,Homathko (Summer x-x),315,1945,HOMATHKO RIVER,N,50.93084166,-124.860067,1982,5000,Unknown Estimate Method,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,331,Homathko (Summer x-x),315,1945,HOMATHKO RIVER,N,50.93084166,-124.860067,1983,4300,Unknown Estimate Method,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,331,Homathko (Summer x-x),315,1945,HOMATHKO RIVER,N,50.93084166,-124.860067,1984,200,Unknown Estimate Method,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,331,Homathko (Summer x-x),315,1945,HOMATHKO RIVER,N,50.93084166,-124.860067,1986,7500,Unknown Estimate Method,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,331,Homathko (Summer x-x),315,1945,HOMATHKO RIVER,N,50.93084166,-124.860067,1987,9700,Unknown Estimate Method,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,331,Homathko (Summer x-x),315,1945,HOMATHKO RIVER,N,50.93084166,-124.860067,1988,1200,Unknown Estimate Method,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,331,Homathko (Summer x-x),315,1945,HOMATHKO RIVER,N,50.93084166,-124.860067,1990,850,Unknown Estimate Method,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,331,Homathko (Summer x-x),315,1945,HOMATHKO RIVER,N,50.93084166,-124.860067,1993,350,Unknown Estimate Method,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,331,Homathko (Summer x-x),315,1945,HOMATHKO RIVER,N,50.93084166,-124.860067,1994,-989898,Not Applicable,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,331,Homathko (Summer x-x),315,1945,HOMATHKO RIVER,N,50.93084166,-124.860067,1995,500,Unknown Estimate Method,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,331,Homathko (Summer x-x),315,1945,HOMATHKO RIVER,N,50.93084166,-124.860067,1996,800,Unknown Estimate Method,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,331,Homathko (Summer x-x),315,1945,HOMATHKO RIVER,N,50.93084166,-124.860067,1997,2000,Unknown Estimate Method,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,331,Homathko (Summer x-x),315,1945,HOMATHKO RIVER,N,50.93084166,-124.860067,1999,-989898,Unknown Estimate Method,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,331,Homathko (Summer x-x),315,1945,HOMATHKO RIVER,N,50.93084166,-124.860067,2000,-989898,Not Applicable,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,331,Homathko (Summer x-x),315,1945,HOMATHKO RIVER,N,50.93084166,-124.860067,2001,-989898,Unknown Estimate Method,Low,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,331,Homathko (Summer x-x),315,1945,HOMATHKO RIVER,N,50.93084166,-124.860067,2002,-989898,Not Applicable,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,331,Homathko (Summer x-x),315,1945,HOMATHKO RIVER,N,50.93084166,-124.860067,2003,-989898,Not Applicable,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,331,Homathko (Summer x-x),315,1945,HOMATHKO RIVER,N,50.93084166,-124.860067,2004,-989898,Not Applicable,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,331,Homathko (Summer x-x),315,1945,HOMATHKO RIVER,N,50.93084166,-124.860067,2005,-989898,Not Applicable,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,331,Homathko (Summer x-x),315,1945,HOMATHKO RIVER,N,50.93084166,-124.860067,2006,-989898,Not Applicable,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,331,Homathko (Summer x-x),315,1945,HOMATHKO RIVER,N,50.93084166,-124.860067,2007,-989898,Not Applicable,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,331,Homathko (Summer x-x),315,1945,HOMATHKO RIVER,N,50.93084166,-124.860067,2008,-989898,Not Applicable,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,331,Homathko (Summer x-x),315,1945,HOMATHKO RIVER,N,50.93084166,-124.860067,2009,-989898,Not Applicable,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,331,Homathko (Summer x-x),315,1945,HOMATHKO RIVER,N,50.93084166,-124.860067,2010,-989898,Not Applicable,Medium-Low,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,331,Homathko (Summer x-x),315,1945,HOMATHKO RIVER,N,50.93084166,-124.860067,2011,267,Peak Live + Dead,Medium-Low,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,331,Homathko (Summer x-x),315,1945,HOMATHKO RIVER,N,50.93084166,-124.860067,2012,-989898,Not Applicable,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,331,Homathko (Summer x-x),315,1945,HOMATHKO RIVER,N,50.93084166,-124.860067,2013,-989898,Not Applicable,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,331,Homathko (Summer x-x),315,1945,HOMATHKO RIVER,N,50.93084166,-124.860067,2014,-989898,Not Applicable,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,331,Homathko (Summer x-x),315,1945,HOMATHKO RIVER,N,50.93084166,-124.860067,2015,-989898,Not Applicable,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,331,Homathko (Summer x-x),315,1945,HOMATHKO RIVER,N,50.93084166,-124.860067,2016,-989898,Not Applicable,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,331,Homathko (Summer x-x),315,1945,HOMATHKO RIVER,N,50.93084166,-124.860067,2017,-989898,Not Applicable,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,331,Homathko (Summer x-x),315,1945,HOMATHKO RIVER,N,50.93084166,-124.860067,2018,-989898,Not Applicable,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,331,Homathko (Summer x-x),315,1945,HOMATHKO RIVER,N,50.93084166,-124.860067,2019,-989898,Not Applicable,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,331,Homathko (Summer x-x),315,1945,HOMATHKO RIVER,N,50.93084166,-124.860067,2020,-989898,Not Applicable,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,331,Homathko (Summer x-x),315,1945,HOMATHKO RIVER,N,50.93084166,-124.860067,2021,0,Expert Opinion,Low,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,331,Homathko (Summer x-x),315,1945,HOMATHKO RIVER,N,50.93084166,-124.860067,2023,1321,Other Estimate Method,Medium-High,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,331,Homathko (Summer x-x),315,1945,HOMATHKO RIVER,N,50.93084166,-124.860067,2024,2634,Other Estimate Method,Medium-High,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,331,Homathko (Summer x-x),316,1946,CUMSACK CREEK,N,50.93685794,-124.8630419,1940,400,Unknown Estimate Method,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,331,Homathko (Summer x-x),316,1946,CUMSACK CREEK,N,50.93685794,-124.8630419,1941,1500,Unknown Estimate Method,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,331,Homathko (Summer x-x),316,1946,CUMSACK CREEK,N,50.93685794,-124.8630419,1942,750,Unknown Estimate Method,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,331,Homathko (Summer x-x),316,1946,CUMSACK CREEK,N,50.93685794,-124.8630419,1943,3500,Unknown Estimate Method,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,331,Homathko (Summer x-x),316,1946,CUMSACK CREEK,N,50.93685794,-124.8630419,1946,750,Unknown Estimate Method,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,331,Homathko (Summer x-x),316,1946,CUMSACK CREEK,N,50.93685794,-124.8630419,1947,400,Unknown Estimate Method,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,331,Homathko (Summer x-x),316,1946,CUMSACK CREEK,N,50.93685794,-124.8630419,1948,750,Unknown Estimate Method,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,331,Homathko (Summer x-x),316,1946,CUMSACK CREEK,N,50.93685794,-124.8630419,1949,75,Unknown Estimate Method,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,331,Homathko (Summer x-x),316,1946,CUMSACK CREEK,N,50.93685794,-124.8630419,1950,200,Unknown Estimate Method,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,331,Homathko (Summer x-x),316,1946,CUMSACK CREEK,N,50.93685794,-124.8630419,1951,750,Unknown Estimate Method,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,331,Homathko (Summer x-x),316,1946,CUMSACK CREEK,N,50.93685794,-124.8630419,1952,200,Unknown Estimate Method,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,331,Homathko (Summer x-x),316,1946,CUMSACK CREEK,N,50.93685794,-124.8630419,1953,400,Unknown Estimate Method,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,331,Homathko (Summer x-x),316,1946,CUMSACK CREEK,N,50.93685794,-124.8630419,1954,200,Unknown Estimate Method,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,331,Homathko (Summer x-x),316,1946,CUMSACK CREEK,N,50.93685794,-124.8630419,1955,400,Unknown Estimate Method,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,331,Homathko (Summer x-x),316,1946,CUMSACK CREEK,N,50.93685794,-124.8630419,1956,400,Unknown Estimate Method,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,331,Homathko (Summer x-x),316,1946,CUMSACK CREEK,N,50.93685794,-124.8630419,1957,200,Unknown Estimate Method,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,331,Homathko (Summer x-x),316,1946,CUMSACK CREEK,N,50.93685794,-124.8630419,1958,750,Unknown Estimate Method,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,331,Homathko (Summer x-x),316,1946,CUMSACK CREEK,N,50.93685794,-124.8630419,1959,200,Unknown Estimate Method,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,331,Homathko (Summer x-x),316,1946,CUMSACK CREEK,N,50.93685794,-124.8630419,1960,200,Unknown Estimate Method,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,331,Homathko (Summer x-x),316,1946,CUMSACK CREEK,N,50.93685794,-124.8630419,1961,200,Unknown Estimate Method,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,331,Homathko (Summer x-x),316,1946,CUMSACK CREEK,N,50.93685794,-124.8630419,1962,200,Unknown Estimate Method,Unknown,NuSEDS_20251103
East Vancouver Island & Mainland Inlets,Chinook,CK,331,Homathko (Summer x-x),316,1946,CUMSACK CREEK,N,50.93685794,-124.8630419,1963,200,Unknown Estimate Method,Unknown,NuSEDS_20251103
